guid,label,premise,hypothesis,expl1,template
2512620520.jpg#0r1e,entailment,A woman in white shirt and purple headband is sitting and holding a pole with white a cloth.,a woman in white,A woman in white could mean she's wearing a white shirt.,
5585791618.jpg#0r1e,entailment,A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.,A young lady in gym attire is trying to reach the top of a wall,The second sentence is a condensed version of the first regarding the young lady in gym attire.,
4771247095.jpg#2r1e,entailment,A man jogging by a mural painting of a city landscape.,A man jogging,Both sentence are talking about a man.,
7018032353.jpg#3r1e,entailment,A football player jumps at the ball as other teammates look on.,a football player jumps,a football player jumps happen in both situations,
3282434895.jpg#1r1e,entailment,The child is laughing by a pool on the other side of the bars.,the child is laughing,A child is laughing because they are laughing.,
2883760932.jpg#4r1e,entailment,Construction workers working on a part.,Workers working on a part.,Construction workers working is same as workers working,
2663272259.jpg#0r1e,entailment,"A little boy in a black vest is holding two tusks up to his cheeks, pretending to be some sort of animal.",A little boy in a black vest,"Both sentences describe a little boy in a black vest, but one gives more information about what he is doing.",
4458200034.jpg#0r1e,entailment,Three men are standing next to each other wearing turbans with one person's arm on the other's shoulder.,Three men are standing next to each other,it states they are next to each other in both,
4759622530.jpg#4r1e,entailment,Some young people walk past a garage.,People walk past a garage.,People could be young.,
4669478070.jpg#2r1e,entailment,Vendors at a market looking away from the camera.,Vendors at a market looking away from the camera.,There are vendors looking away at a camera.,
464116251.jpg#4r1e,entailment,A dog is jumping over some logs.,A dog is jumping,A dog is jumping over some logs is a rephrasing of a dog is jumping,
4817804359.jpg#0r1n,neutral,"A group of people on a public street, many of whom carry satchels and cameras, look toward one common point.",A group o,This sentence 'A group o' is incomplete.,
4756096575.jpg#3r1e,entailment,People are walking on a sidewalk beside a set of stairs,people are walking,Sidewalk is only used for walking.,
2152057198.jpg#2r1e,entailment,Two men are having a conversation in a cathedral or mosque.,Two men are having a conversation,The men are having a conversation.,
2234910971.jpg#3r1e,entailment,Two people are walking through the sand.,people are walking,People are walking aptly describes two people walking through the sand.,
8006241096.jpg#1r1e,entailment,A baseball player wearing a white and red uniform is readying himself to bat during an evening baseball game.,A baseball player wearing a white and red uniform,Baseball in both.,
2313551145.jpg#3r1e,entailment,A man is walking uphill on a street with two boxes on his shoulder.,a man is walking,There is a man walking to his destination.,
2773400732.jpg#2r1e,entailment,A woman is wearing purple and jogging.,A woman is wearing purple,the woman in jogging in purple,
3578140375.jpg#1r1e,entailment,A boy in a green and black striped shirt is waving a stick in the air while standing on a porch.,A boy in a green and black striped shirt is waving a stick in the air while standing on a porch.,A boy waving a stick in the air while standing on a porch is on a porch.,
4019072184.jpg#0r1e,entailment,"A rock climber dressed in yellow and wearing a red safety helmet is scaling the smooth wall of a high cliff, while another member looks on from the boat in the water.",A rock climber dressed in yellow and wearing a red safety helmet is scaling the smooth wall of a high cliff,Rock is both.,
3201259322.jpg#0r1e,entailment,"Three girls in blue, one doing a handstand and the splits on a basketball court with people in the background.",Three girls in blue,One of three girls is doing a handstand and the splits.,
1944238257.jpg#2r1e,entailment,Youth's picking up trash along the side of the street.,Youth's picking up trash,Youth's are on the side of the street picking up trash.,
4570394015.jpg#2r1e,entailment,Several young women wearing tye-dye shirts walk down a street.,Several young women wearing tye-dye shirts walk down a street.,if several young women wearing tye-died shirts are walking down a street then several young women wearing tye_died shirts are walking down a street.,
409575025.jpg#1r1e,entailment,A woman in a red vest helps a child with a bathroom sink.,A woman in a red vest helps a child with a bathroom sink.,if a women in a red vest helps a child with a bathroom sink then a woman in a red vest is helping a child with a bathroom sink.,
4875758180.jpg#0r1e,entailment,A crowd of people are walking and waving rainbow colored flags along a road decorated with many colored balloons.,people are walking,"""people are walking"" is the same as ""people are walking "".",
3026102745.jpg#0r1e,entailment,Man in plaid shirt and women in green shirt staring at a crying baby held by the women.,Man in plaid shirt and women in green shirt,"""Man in plaid shirt and women in green shirt"" is included in the statement  ""Man in plaid shirt and women in green shirt staring at a crying baby held by the women.""",
4719224571.jpg#0r2e,entailment,a woman wearing a purple dress with a blue backpack fixes her hair while wearing sunglasses,Woman wearing a purple dress,A woman could have a blue backpack and sunglasses.,
6553168529.jpg#1r1e,entailment,Two women are standing around a red chair in the center of a room while other women sit around the edges of the room.,Two women are standing around a red chair,Standing around chair is simplified.,
6342262756.jpg#2r3e,entailment,Seven people playing soccer on a field.,People playing soccer,"If people are playing soccer, they are going to be on a field doing so.",
5211885484.jpg#1r1e,entailment,A man with an oriental hat on plowing a field in a blue shirt.,A man with an oriental hat on plowing a field in a blue shirt,"""A man with an oriental hat on plowing a field in a blue shirt"" is equivalent to ""a man with an oriental hat on plowing a field in a blue shirt.""",
2481490320.jpg#1r1e,entailment,A person canoeing on water with a black background.,a person canoeing,a person canoeing implies he is on water,
4552666474.jpg#3r1e,entailment,Two friends are eating at a cafe.,Two friends are eating,two friends are eating is the same as two friends are eating,
1855985590.jpg#0r1e,entailment,The back of a man in a black hat and coat standing in front of a large green structure.,a man in a black hat,"If you can see the back of a man in a black hat, then that indicates there is a man in a black hat, it is a simpler rephrasing of the main subject matter.",
2752926645.jpg#2r1e,entailment,a man leans against a tree with a beer in hand.,A man leans against  a tree,A man leans a tree in beer hand,
2305290449.jpg#3r1e,entailment,Several people sitting on a bench before sunset.,People sitting on a bench before sunset.,Several people refers to people sitting.,
369186134.jpg#0r1e,entailment,A group of three dogs are walking through the snow.,three dogs are walking,A group of three dogs and three dogs are the same.,
7705160728.jpg#1r1e,entailment,A group of men in camouflage uniforms do push-ups on an athletic field while runners in black and blue tank tops and shorts traverse the track behind them.,A group of men in camouflage uniforms do push-ups on an athletic field while runners in black and blue tank tops and shorts traverse the track behind them.,A group of men is a group of men.,
